player_id,injury_type,injury_detail,injury_side,return_date,days_until_return,status_code,short_comment,long_comment
31313,Shoulder,Strain,Left,2026-09-01,8.0,IL60,Toronto transferred Corbin (shoulder) from the 15-day injured list to the 60-day IL on Wednesday.,"The transaction opens up a spot on the 40-man roster for right-hander Matt Waldron, who was claimed off waivers from the Padres. Corbin was already expected to be shut down from throwing for multiple weeks after being deactivated due to a left teres major strain, and his move to the 60-day IL ensures that he'll remain on the shelf through Sept. 19. The Blue Jays will have just seven games left on the schedule once Corbin is eligible for reinstatement, so his season is effectively over. The veteran southpaw turned in a 5.51 ERA and 1.54 WHIP across 80 innings over 19 appearances (15 starts)."
32804,Elbow,Surgery,Right,2027-07-01,311.0,IL60,"Eflin underwent Tommy John surgery on his right elbow Wednesday, Andy Kostka of TheBaltimoreBanner.com reports.","The Orioles moved Eflin to the 60-day injured list Tuesday after he received a second opinion on his injured elbow, and he'll now be out until midway through the 2027 campaign after going under the knife. The 32-year-old righty will finish 2026 having made just 15 starts over the past two seasons, during which he's posted a 5.76 ERA and 1.43 WHIP over 75 innings."
4734319,,,,,,,,
41405,Elbow,Strain,Right,2026-09-05,12.0,IL60,"Oviedo (elbow) will throw a bullpen session next week, Chris Cotillo of MassLive.com reports.",Oviedo has been shelved since April 3 due to a right flexor strain and remains on the 60-day injured list. He's likely still several weeks away from returning to the mound for Boston should his throwing program go off without any hitches.
4629086,,,,,,,,
4417230,Shoulder,Inflammation,Right,2026-09-01,8.0,IL60,Stone (shoulder) struck out five and allowed no hits and no walks over three shutout innings Thursday in a rehab start with Triple-A Oklahoma City.,"The 27-year-old righty faced just one batter over the minimum, with a first-inning error by first baseman Ryan Ward denying him a perfect outing. Stone hasn't made an appearance for the Dodgers since 2024, undergoing shoulder surgery in October of that year and then experiencing a setback this spring, but he's putting himself in position to help the big club in some capacity down the stretch. He's started all three of his rehab appearances and has posted a magnificent 2.35 ERA, 0.52 WHIP and 13:1 K:BB over 7.2 innings. While the Dodgers may not have a spot available for him in the rotation, Stone could offer value in a multi-inning relief role."
32106,Elbow,Sprain,Left,2026-09-18,25.0,IL60,"Quintana (elbow) threw 45 pitches in a bullpen session Tuesday, MLB.com reports.","Quintana has been building up his workload, with Tuesday's session being his most extensive since being sidelined. He's expected to throw live batting practice Aug. 22, with the goal of reaching 60 pitches."
41277,,,,,,,,
42431,Shoulder,Soreness,Left,2026-08-28,4.0,IL60,Williamson (shoulder) allowed one run on four hits and four walks while striking out five over four innings for Triple-A Louisville on Saturday.,"Williamson completed the fifth start of his rehab assignment overall and fourth with the Bats. He faced adversity throughout his four innings Saturday but managed to limit the damage. The left-hander upped his pitch count to 75 (41 strikes), which indicates a return to the majors could be the next step."
41165,Elbow,Strain,Right,2026-09-01,8.0,IL60,"Gray (elbow) will begin a rehab assignment with Single-A Fredericksburg on Tuesday, Spencer Nusbaum of The Athletic reports.","It will be Gray's first official game action since he made three rehab starts late last season following July 2024 Tommy John surgery with an internal brace. The righty suffered a flexor strain during spring training and opened the year on the 60-day injured list, but he's finally been cleared to pitch in games again. Gray could make some starts for the Nationals in September if he can avoid more setbacks."
4917686,,,,,,,,
41009,,,,,,,,
4326801,Shoulder,Strain,Right,2026-08-28,4.0,IL60,"Mariners general manager Justin Hollander said July 31 that Criswell (shoulder) has resumed a throwing progression, MLB.com reports.","Hollander didn't go into many specifics regarding where Criswell stood in his throwing progression beyond noting that he was about a week behind fellow reliever Matt Brash (lat), who had yet to resume throwing off a mound as of the July 31 update. With that in mind, Criswell looks like he's still limited to playing catch for the time being, so his return from the injured list wouldn't appear to be imminent. Criswell went on the shelf June 9 after being diagnosed with a right shoulder strain."
40981,Hip,Strain,Right,2026-08-26,2.0,IL15,"Suarez will serve as the Athletics' opening pitcher during Thursday's game against the Tigers, Martin Gallegos of MLB.com reports.","Suarez has posted a 3.67 ERA and 1.30 WHIP across 27 innings since joining the Athletics in mid-May, and he's now in line for his first opening assignment with the team. The 28-year-old lefty has maxed out at 3.2 frames in an appearance this season, but he may be limited to an inning or two before turning the ball over to Jack Perkins, who had been lined up to start Thursday but is now likely to pitch in bulk relief."
5124114,,,,,,,,
32055,,,,,,,,
4683356,Elbow,Surgery,Left,2027-09-01,373.0,IL60,"Parker underwent elbow ligament repair surgery with an internal brace Wednesday, Mark Zuckerman of NatsJournal.com reports.","Parker moved to the 60-day IL at the start of the month after being diagnosed with a Grade 3 UCL sprain, and the procedure will officially keep him out for the remainder of 2026 and most, if not all, of the 2027 campaign, as well."
4710478,Elbow,Strain,Right,2026-09-19,26.0,IL60,"The Rangers placed Corniell on the 15-day injured list Tuesday with an elbow injury, Jeff Wilson of AllDLLS.com reports.","Corniell gave up five earned runs in just one inning out of the bullpen during Monday's game against the White Sox, and he'll now have to remain on the sidelines until at least Aug. 5 due to his latest injury. The severity of his injury remains unknown, though it's worth noting that the 23-year-old righty underwent Tommy John surgery back in 2024. Marco Gonzales was promoted from Triple-A Round Rock in a corresponding move."
3332018,,,,,,,,
38958,,,,,,,,
5202474,,,,,,,,
4734325,,,,,,,,
4424276,,,,,,,,
5101355,,,,,,,,
4414154,,,,,,,,
4228724,,,,,,,,
5132219,,,,,,,,
4415654,,,,,,,,
4189711,Elbow,Surgery,Left,2027-06-01,281.0,IL60,"Waldichuk (elbow) underwent Tommy John surgery and an internal brace procedure April 21 and is hopeful to return to game action at some point early in the 2027 season, Mark Zuckerman of MASNSports.com reports.","Waldichuk posted a 6.75 ERA and 1.50 WHIP in 9.1 innings over his five relief appearances with Washington before landing on the injured list April 13 after suffering a left forearm injury. The southpaw received a couple of medical opinions in the week following the injury and ultimately decided to undergo Tommy John surgery for the second time in just under two years, after he previously had the procedure in May 2024. Waldichuk also underwent a flexor tendon repair as part of the operation."
39681,Shoulder,Inflammation,Right,2026-08-25,1.0,IL15,The Angels placed Anderson on the 15-day injured list Monday due to right shoulder inflammation.,"The injury may have cropped during his last outing against the Marlins on Sunday, when he allowed six runs on six hits and one walk while striking out two in one inning. A minimum stint on the IL would have Anderson back in action in late August, though he'll undergo more tests on his throwing shoulder to help shape a recovery timeline. Sammy Peralta's contract was selected by the Angels from Triple-A Salt Lake in a corresponding move."
5137945,,,,,,,,
4917816,,,,,,,,
5200812,Elbow,Surgery,Right,2027-09-01,373.0,IL60,Rajcic revealed on his Instagram account Thursday that he recently underwent a right elbow UCL reconstruction.,"Rajcic has been sidelined since early July and indication had been that his injury was serious, so it's not a surprise that he ultimately went under the knife. The right-hander will be sidelined, at minimum, until late in the 2027 campaign. Rajcic has yielded five runs with an 8:6 K:BB over nine innings out of the Cardinals' bullpen in 2026."
42442,,,,,,,,
5165292,,,,,,,,
4917796,,,,,,,,
5061202,Elbow,Surgery,Right,2027-04-01,220.0,IL60,"Mazur (elbow) is expected to begin a throwing program sometime in September, Christina De Nicola of MLB.com reports.","Mazur is already set to miss the entire 2026 campaign after undergoing UCL reconstruction surgery with an internal brace in March, but starting a throwing program in September keeps the door open for him to return at the start of the 2027 campaign."
31086,,,,,,,,
4298334,,,,,,,,
5196119,,,,,,,,
33249,,,,,,,,
40916,,,,,,,,
